Date,Headline,Negative,Neutral,Positive,Compound,Overall Sentiment
2024-09-09,Man in late teens arrested over fatal Dublin hit-and-run,0.485,0.515,0.0,-0.765,Negative
2024-09-09,Guildford bombing to be among first legacy investigations,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Israeli strikes on Syria kill at least 16 - state media,0.444,0.556,0.0,-0.802,Negative
2024-09-09,Team Ireland Paralympic athletes due to return home,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Swimmer Registe subjected to racist abuse during Games,0.577,0.423,0.0,-0.8481,Negative
2024-09-09,Kelleher: Departure from Liverpool out of my hands,0.0,1.0,0.0,0.0,Neutral
2024-09-09,New boy McAteer hungry for more after 'dream' debut,0.0,0.778,0.222,0.3134,Positive
2024-09-09,"Draghi urges reform, investment drive to revive EU",0.0,0.745,0.255,0.34,Positive
2024-09-09,The growing online threats to sabotage elections,0.521,0.336,0.143,-0.6705,Negative
2024-09-09,Eight Scott medals to be awarded to gardaí for bravery,0.0,0.576,0.424,0.7096,Positive
2024-09-09,Noel Gallagher thrilled to be added to London gallery,0.0,0.734,0.266,0.4404,Positive
2024-09-09,Work to identify origins of historic shipwrecks on Portmarnock beach,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Volvo latest car company to row back on EV plans,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Irish employers least likely to use AI - global survey,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Ogbene: England was always going to be a difficult game,0.217,0.783,0.0,-0.3612,Negative
2024-09-09,Here's what your skin might be saying about your health,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Decision on Casement Park funding expected this week,0.0,1.0,0.0,0.0,Neutral
2024-09-09,"Foras na Gaeilge launches Ireland's first bilingual website, 2004",0.0,1.0,0.0,0.0,Neutral
2024-09-09,Schmidt feeling the heat after cold Wallabies start,0.0,0.824,0.176,0.128,Positive
2024-09-09,Work to identify historic shipwrecks on Portmarnock beach,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Work to identify historic shipwrecks on Portmarnock beach,0.0,1.0,0.0,0.0,Neutral
2024-09-09,How old will you be before you own a home of your own?,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Kasey McAteer reflects on 'dream' debut,0.0,0.714,0.286,0.25,Positive
2024-09-09,Trump 'very offended' by Putin's support of Harris,0.209,0.546,0.246,0.1045,Positive
2024-09-09,Heimir Hallgrimsson: Ireland lacked confidence and initiative,0.0,0.645,0.355,0.5106,Positive
2024-09-09,Starmer speaks of relationship 'reset' with Ireland,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Jack Grealish puts England two up against Ireland,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Protesters call for 'amnesty' for XL bullies,0.241,0.759,0.0,-0.2263,Negative
2024-09-09,Paris 2024: Britney Arendse happy after three PBs and fourth place,0.0,0.73,0.27,0.5719,Positive
2024-09-09,Abuse report: More than 160 contacts made to gardaí,0.344,0.656,0.0,-0.6369,Negative
2024-09-09,Declan Rice gives England the lead against Ireland,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Israeli strikes in Gaza kill 61 people in 48 hours,0.474,0.526,0.0,-0.802,Negative
2024-09-09,Happy return to Lansdowne Road for Lee Carsley,0.0,0.654,0.346,0.5719,Positive
2024-09-09,Real intention to reset British-Irish relations - UK PM,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Richael Timothy reflects on Paralympic Games,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Paris 2024: Mary Fitzgerald eighth in F40 shot put final,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Dublin artist Aby Coulibaly on supporting Coldplay,0.0,0.674,0.326,0.4404,Positive
2024-09-09,The Late Late Show: Landing 13 Sept | RTÉ One & RTÉ Player,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Turkey U21 0-1 Republic of Ireland U21,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Paris 2024: Silver medal still 'amazing' for Dunlevy,0.0,0.465,0.535,0.7845,Positive
2024-09-09,Minister 'confident' of Irish signage at Belfast station,0.0,0.686,0.314,0.4939,Positive
2024-09-09,Stormont opposition plan calls to rescue public services,0.0,0.68,0.32,0.5106,Positive
2024-09-09,Three young boys charged with arson after NI church fire,0.344,0.656,0.0,-0.4939,Negative
2024-09-09,Newry teen aiming for triple swim crown,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Man charged in connection with assault of woman in Dublin,0.412,0.588,0.0,-0.6808,Negative
2024-09-09,Would you really pay €500 for an Oasis ticket?,0.175,0.825,0.0,-0.1761,Negative
2024-09-09,How to save cash on your energy bills,0.0,0.531,0.469,0.6486,Positive
2024-09-09,Three penalty points could push up motor insurance by 10%,0.25,0.75,0.0,-0.4588,Negative
2024-09-09,6 money conversations every couple needs to have,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Man in late teens arrested over fatal Dublin hit-and-run,0.485,0.515,0.0,-0.765,Negative
2024-09-09,Guildford bombing to be among first legacy investigations,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Israeli strikes on Syria kill at least 16 - state media,0.444,0.556,0.0,-0.802,Negative
2024-09-09,"Draghi urges reform, investment drive to revive EU",0.0,0.745,0.255,0.34,Positive
2024-09-09,Work to identify historic shipwrecks on Portmarnock beach,0.0,1.0,0.0,0.0,Neutral
2024-09-09,'The boss is the boss' - Players know who's in charge,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Kelleher: Departure from Liverpool out of my hands,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Ogbene: England was always going to be a difficult game,0.217,0.783,0.0,-0.3612,Negative
2024-09-09,Decision on Casement Park funding expected this week,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Swimmer Registe subjected to racist abuse during Games,0.577,0.423,0.0,-0.8481,Negative
2024-09-09,Work to identify historic shipwrecks on Portmarnock beach,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Eight Scott medals to be awarded to gardaí for bravery,0.0,0.576,0.424,0.7096,Positive
2024-09-09,Swimmer Registe subjected to racist abuse during Games,0.577,0.423,0.0,-0.8481,Negative
2024-09-09,Body found in search for Irish man missing in Italy,0.196,0.804,0.0,-0.296,Negative
2024-09-09,Guildford bombing to be among first legacy investigations,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Report claims zoned land for new housing in wrong places,0.256,0.744,0.0,-0.4767,Negative
2024-09-09,Man charged in connection with assault of woman in Dublin,0.412,0.588,0.0,-0.6808,Negative
2024-09-09,Israeli strikes on Syria kill at least 16 - state media,0.444,0.556,0.0,-0.802,Negative
2024-09-09,"Club GAA: Raheny bow out, controversy rages in Longford",0.279,0.721,0.0,-0.4767,Negative
2024-09-09,"Nations League: Ronaldo sinks Scotland, Modric on mark",0.0,1.0,0.0,0.0,Neutral
2024-09-09,Work to identify historic shipwrecks on Portmarnock beach,0.0,1.0,0.0,0.0,Neutral
2024-09-09,How old will you be before you own a home of your own?,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Trump 'very offended' by Putin's support of Harris,0.209,0.546,0.246,0.1045,Positive
2024-09-09,Conflict between protesters and police in Tel Aviv,0.412,0.588,0.0,-0.4939,Negative
2024-09-09,Kasey McAteer reflects on 'dream' debut,0.0,0.714,0.286,0.25,Positive
2024-09-09,Heimir Hallgrimsson: Ireland lacked confidence and initiative,0.0,0.645,0.355,0.5106,Positive
2024-09-09,Real intention to reset British-Irish relations - UK PM,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Protesters call for 'amnesty' for XL bullies,0.241,0.759,0.0,-0.2263,Negative
2024-09-09,Declan Rice gives England the lead against Ireland,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Paris 2024: Britney Arendse happy after three PBs and fourth place,0.0,0.73,0.27,0.5719,Positive
2024-09-09,Newspaper Panel,0.0,1.0,0.0,0.0,Neutral
2024-09-09,"“I thought therapy’s for other people, not me!” - actor, Robert Sheehan",0.0,1.0,0.0,0.0,Neutral
2024-09-09,The Watch List,0.0,1.0,0.0,0.0,Neutral
2024-09-09,'Ireland is two decisions away from being a brilliant country',0.0,0.703,0.297,0.5859,Positive
2024-09-09,Understanding jealousy: “Their success is not your failure”,0.192,0.5,0.308,0.34,Positive
2024-09-09,'It's a lifetime of crucifixion',0.0,1.0,0.0,0.0,Neutral
2024-09-09,“He’s a bit mad... a bit crazed” - why do we love The Joker?,0.161,0.553,0.286,0.3612,Positive
2024-09-09,Chess grudge match of the Century,0.0,1.0,0.0,0.0,Neutral
2024-09-09,What to do with your windfall apples?,0.0,1.0,0.0,0.0,Neutral
2024-09-09,English media slam Lee Carsley,0.394,0.606,0.0,-0.3818,Negative
2024-09-09,We and our partners process data to provide:,0.0,1.0,0.0,0.0,Neutral
2024-09-09,Manage Consent Preferences,0.0,0.513,0.487,0.2263,Positive
2024-09-09,Cookie List,0.0,1.0,0.0,0.0,Neutral
